# Yang et al. 2016, ApJ, 829, 33; selection function (their Fig 5) provided by Jinyi Yang
# corrected to cosmology H_0=70km/s/Mpc, Omega_M=0.3, Omega_Lambda=0.7
# color selection function (Fig 5) corrected for image selection incompleteness (factor 0.97) and spectroscopic incompleteness (0.84 at zmag>19)
# listed below are total completeness values
# Tile dz and dmag set using tiling.py with z_tolerance = 0.0100 and mag_tolerance = 0.0010; see unique values at end of file.
# Tile sizes are non-uniform only a low redshift due to host-galaxy correction.
# counter   z   M1450   p   dz   dmag 
  113  4.425  -27.18  0.00000  0.0500  0.100
  114  4.425  -27.08  0.00000  0.0500  0.100
  115  4.425  -26.98  0.00483  0.0500  0.100
  116  4.425  -26.88  0.00507  0.0500  0.100
  117  4.425  -26.78  0.00364  0.0500  0.100
  118  4.425  -26.68  0.00000  0.0500  0.100
  119  4.425  -26.58  0.00000  0.0500  0.100
  120  4.425  -26.48  0.00000  0.0500  0.100
  121  4.425  -26.38  0.00000  0.0500  0.100
  122  4.425  -26.28  0.00000  0.0500  0.100
  123  4.425  -26.18  0.00000  0.0500  0.100
  124  4.425  -26.08  0.00000  0.0500  0.100
  125  4.425  -25.98  0.00000  0.0500  0.100
  126  4.425  -25.88  0.00000  0.0500  0.100
  127  4.425  -25.78  0.00000  0.0500  0.100
  128  4.425  -25.68  0.00000  0.0500  0.100
  129  4.425  -25.58  0.00000  0.0500  0.100
  130  4.425  -25.48  0.00000  0.0500  0.100
  131  4.425  -25.38  0.00000  0.0500  0.100
  132  4.425  -25.28  0.00000  0.0500  0.100
  133  4.425  -25.18  0.00000  0.0500  0.100
  134  4.425  -25.08  0.00000  0.0500  0.100
  135  4.425  -24.98  0.00000  0.0500  0.100
  136  4.475  -29.38  0.07822  0.0500  0.100
  137  4.475  -29.28  0.06126  0.0500  0.100
  138  4.475  -29.18  0.06062  0.0500  0.100
  139  4.475  -29.08  0.09803  0.0500  0.100
  140  4.475  -28.98  0.04686  0.0500  0.100
  141  4.475  -28.88  0.03710  0.0500  0.100
  142  4.475  -28.78  0.09489  0.0500  0.100
  143  4.475  -28.68  0.04343  0.0500  0.100
  144  4.475  -28.58  0.03939  0.0500  0.100
  145  4.475  -28.48  0.05969  0.0500  0.100
  146  4.475  -28.38  0.04619  0.0500  0.100
  147  4.475  -28.28  0.05705  0.0500  0.100
  148  4.475  -28.18  0.04105  0.0500  0.100
  149  4.475  -28.08  0.04020  0.0500  0.100
  150  4.475  -27.98  0.01969  0.0500  0.100
  151  4.475  -27.88  0.04499  0.0500  0.100
  152  4.475  -27.78  0.02551  0.0500  0.100
  153  4.475  -27.68  0.00482  0.0500  0.100
  154  4.475  -27.58  0.02267  0.0500  0.100
  155  4.475  -27.48  0.03996  0.0500  0.100
  156  4.475  -27.38  0.00994  0.0500  0.100
  157  4.475  -27.28  0.02007  0.0500  0.100
  158  4.475  -27.18  0.03703  0.0500  0.100
  159  4.475  -27.08  0.02089  0.0500  0.100
  160  4.475  -26.98  0.03410  0.0500  0.100
  161  4.475  -26.88  0.02216  0.0500  0.100
  162  4.475  -26.78  0.00737  0.0500  0.100
  163  4.475  -26.68  0.02728  0.0500  0.100
  164  4.475  -26.58  0.00616  0.0500  0.100
  165  4.475  -26.48  0.01450  0.0500  0.100
  166  4.475  -26.38  0.00576  0.0500  0.100
  167  4.475  -26.28  0.00000  0.0500  0.100
  168  4.475  -26.18  0.00000  0.0500  0.100
  169  4.475  -26.08  0.00000  0.0500  0.100
  170  4.475  -25.98  0.00000  0.0500  0.100
  171  4.475  -25.88  0.00000  0.0500  0.100
  172  4.475  -25.78  0.00000  0.0500  0.100
  173  4.475  -25.68  0.00000  0.0500  0.100
  174  4.475  -25.58  0.00000  0.0500  0.100
  175  4.475  -25.48  0.00000  0.0500  0.100
  176  4.475  -25.38  0.00000  0.0500  0.100
  177  4.475  -25.28  0.00000  0.0500  0.100
  178  4.475  -25.18  0.00000  0.0500  0.100
  179  4.475  -25.08  0.00000  0.0500  0.100
  180  4.475  -24.98  0.00000  0.0500  0.100
  181  4.525  -29.38  0.40921  0.0500  0.100
  182  4.525  -29.28  0.28939  0.0500  0.100
  183  4.525  -29.18  0.33594  0.0500  0.100
  184  4.525  -29.08  0.31994  0.0500  0.100
  185  4.525  -28.98  0.28053  0.0500  0.100
  186  4.525  -28.88  0.33196  0.0500  0.100
  187  4.525  -28.78  0.27381  0.0500  0.100
  188  4.525  -28.68  0.31140  0.0500  0.100
  189  4.525  -28.58  0.29148  0.0500  0.100
  190  4.525  -28.48  0.30083  0.0500  0.100
  191  4.525  -28.38  0.28527  0.0500  0.100
  192  4.525  -28.28  0.25960  0.0500  0.100
  193  4.525  -28.18  0.32329  0.0500  0.100
  194  4.525  -28.08  0.26990  0.0500  0.100
  195  4.525  -27.98  0.22758  0.0500  0.100
  196  4.525  -27.88  0.28001  0.0500  0.100
  197  4.525  -27.78  0.21261  0.0500  0.100
  198  4.525  -27.68  0.22811  0.0500  0.100
  199  4.525  -27.58  0.20274  0.0500  0.100
  200  4.525  -27.48  0.26089  0.0500  0.100
  201  4.525  -27.38  0.26066  0.0500  0.100
  202  4.525  -27.28  0.22179  0.0500  0.100
  203  4.525  -27.18  0.19263  0.0500  0.100
  204  4.525  -27.08  0.23312  0.0500  0.100
  205  4.525  -26.98  0.18722  0.0500  0.100
  206  4.525  -26.88  0.18814  0.0500  0.100
  207  4.525  -26.78  0.13829  0.0500  0.100
  208  4.525  -26.68  0.15731  0.0500  0.100
  209  4.525  -26.58  0.08057  0.0500  0.100
  210  4.525  -26.48  0.06434  0.0500  0.100
  211  4.525  -26.38  0.03577  0.0500  0.100
  212  4.525  -26.28  0.02191  0.0500  0.100
  213  4.525  -26.18  0.00000  0.0500  0.100
  214  4.525  -26.08  0.00000  0.0500  0.100
  215  4.525  -25.98  0.00000  0.0500  0.100
  216  4.525  -25.88  0.00000  0.0500  0.100
  217  4.525  -25.78  0.00000  0.0500  0.100
  218  4.525  -25.68  0.00000  0.0500  0.100
  219  4.525  -25.58  0.00000  0.0500  0.100
  220  4.525  -25.48  0.00000  0.0500  0.100
  221  4.525  -25.38  0.00000  0.0500  0.100
  222  4.525  -25.28  0.00000  0.0500  0.100
  223  4.525  -25.18  0.00000  0.0500  0.100
  224  4.525  -25.08  0.00000  0.0500  0.100
  225  4.525  -24.98  0.00000  0.0500  0.100
  226  4.575  -29.38  0.44768  0.0500  0.100
  227  4.575  -29.28  0.49520  0.0500  0.100
  228  4.575  -29.18  0.51270  0.0500  0.100
  229  4.575  -29.08  0.53192  0.0500  0.100
  230  4.575  -28.98  0.45970  0.0500  0.100
  231  4.575  -28.88  0.53550  0.0500  0.100
  232  4.575  -28.78  0.55500  0.0500  0.100
  233  4.575  -28.68  0.52538  0.0500  0.100
  234  4.575  -28.58  0.44087  0.0500  0.100
  235  4.575  -28.48  0.48254  0.0500  0.100
  236  4.575  -28.38  0.47984  0.0500  0.100
  237  4.575  -28.28  0.46573  0.0500  0.100
  238  4.575  -28.18  0.57877  0.0500  0.100
  239  4.575  -28.08  0.51283  0.0500  0.100
  240  4.575  -27.98  0.47476  0.0500  0.100
  241  4.575  -27.88  0.48879  0.0500  0.100
  242  4.575  -27.78  0.47943  0.0500  0.100
  243  4.575  -27.68  0.48985  0.0500  0.100
  244  4.575  -27.58  0.47929  0.0500  0.100
  245  4.575  -27.48  0.45206  0.0500  0.100
  246  4.575  -27.38  0.48931  0.0500  0.100
  247  4.575  -27.28  0.48276  0.0500  0.100
  248  4.575  -27.18  0.50287  0.0500  0.100
  249  4.575  -27.08  0.44897  0.0500  0.100
  250  4.575  -26.98  0.45262  0.0500  0.100
  251  4.575  -26.88  0.44852  0.0500  0.100
  252  4.575  -26.78  0.32415  0.0500  0.100
  253  4.575  -26.68  0.42935  0.0500  0.100
  254  4.575  -26.58  0.25743  0.0500  0.100
  255  4.575  -26.48  0.25770  0.0500  0.100
  256  4.575  -26.38  0.14488  0.0500  0.100
  257  4.575  -26.28  0.03435  0.0500  0.100
  258  4.575  -26.18  0.00907  0.0500  0.100
  259  4.575  -26.08  0.00000  0.0500  0.100
  260  4.575  -25.98  0.00000  0.0500  0.100
  261  4.575  -25.88  0.00000  0.0500  0.100
  262  4.575  -25.78  0.00000  0.0500  0.100
  263  4.575  -25.68  0.00000  0.0500  0.100
  264  4.575  -25.58  0.00000  0.0500  0.100
  265  4.575  -25.48  0.00000  0.0500  0.100
  266  4.575  -25.38  0.00000  0.0500  0.100
  267  4.575  -25.28  0.00000  0.0500  0.100
  268  4.575  -25.18  0.00000  0.0500  0.100
  269  4.575  -25.08  0.00000  0.0500  0.100
  270  4.575  -24.98  0.00000  0.0500  0.100
  271  4.625  -29.38  0.54319  0.0500  0.100
  272  4.625  -29.28  0.53834  0.0500  0.100
  273  4.625  -29.18  0.53551  0.0500  0.100
  274  4.625  -29.08  0.61072  0.0500  0.100
  275  4.625  -28.98  0.53942  0.0500  0.100
  276  4.625  -28.88  0.60169  0.0500  0.100
  277  4.625  -28.78  0.58297  0.0500  0.100
  278  4.625  -28.68  0.48496  0.0500  0.100
  279  4.625  -28.58  0.49517  0.0500  0.100
  280  4.625  -28.48  0.56016  0.0500  0.100
  281  4.625  -28.38  0.54313  0.0500  0.100
  282  4.625  -28.28  0.55638  0.0500  0.100
  283  4.625  -28.18  0.49500  0.0500  0.100
  284  4.625  -28.08  0.53927  0.0500  0.100
  285  4.625  -27.98  0.54300  0.0500  0.100
  286  4.625  -27.88  0.57382  0.0500  0.100
  287  4.625  -27.78  0.61299  0.0500  0.100
  288  4.625  -27.68  0.49712  0.0500  0.100
  289  4.625  -27.58  0.54926  0.0500  0.100
  290  4.625  -27.48  0.55855  0.0500  0.100
  291  4.625  -27.38  0.54185  0.0500  0.100
  292  4.625  -27.28  0.50029  0.0500  0.100
  293  4.625  -27.18  0.48115  0.0500  0.100
  294  4.625  -27.08  0.52044  0.0500  0.100
  295  4.625  -26.98  0.50260  0.0500  0.100
  296  4.625  -26.88  0.34119  0.0500  0.100
  297  4.625  -26.78  0.41714  0.0500  0.100
  298  4.625  -26.68  0.28646  0.0500  0.100
  299  4.625  -26.58  0.31472  0.0500  0.100
  300  4.625  -26.48  0.25252  0.0500  0.100
  301  4.625  -26.38  0.16313  0.0500  0.100
  302  4.625  -26.28  0.03321  0.0500  0.100
  303  4.625  -26.18  0.00000  0.0500  0.100
  304  4.625  -26.08  0.00000  0.0500  0.100
  305  4.625  -25.98  0.00000  0.0500  0.100
  306  4.625  -25.88  0.00000  0.0500  0.100
  307  4.625  -25.78  0.00000  0.0500  0.100
  308  4.625  -25.68  0.00000  0.0500  0.100
  309  4.625  -25.58  0.00000  0.0500  0.100
  310  4.625  -25.48  0.00000  0.0500  0.100
  311  4.625  -25.38  0.00000  0.0500  0.100
  312  4.625  -25.28  0.00000  0.0500  0.100
  313  4.625  -25.18  0.00000  0.0500  0.100
  314  4.625  -25.08  0.00000  0.0500  0.100
  315  4.625  -24.98  0.00000  0.0500  0.100
  316  4.675  -29.38  0.63126  0.0500  0.100
  317  4.675  -29.28  0.60905  0.0500  0.100
  318  4.675  -29.18  0.59417  0.0500  0.100
  319  4.675  -29.08  0.63621  0.0500  0.100
  320  4.675  -28.98  0.67114  0.0500  0.100
  321  4.675  -28.88  0.62762  0.0500  0.100
  322  4.675  -28.78  0.68158  0.0500  0.100
  323  4.675  -28.68  0.61941  0.0500  0.100
  324  4.675  -28.58  0.65017  0.0500  0.100
  325  4.675  -28.48  0.61675  0.0500  0.100
  326  4.675  -28.38  0.64057  0.0500  0.100
  327  4.675  -28.28  0.62090  0.0500  0.100
  328  4.675  -28.18  0.66193  0.0500  0.100
  329  4.675  -28.08  0.58936  0.0500  0.100
  330  4.675  -27.98  0.64307  0.0500  0.100
  331  4.675  -27.88  0.56518  0.0500  0.100
  332  4.675  -27.78  0.62818  0.0500  0.100
  333  4.675  -27.68  0.61333  0.0500  0.100
  334  4.675  -27.58  0.61201  0.0500  0.100
  335  4.675  -27.48  0.59634  0.0500  0.100
  336  4.675  -27.38  0.61734  0.0500  0.100
  337  4.675  -27.28  0.57449  0.0500  0.100
  338  4.675  -27.18  0.56702  0.0500  0.100
  339  4.675  -27.08  0.57876  0.0500  0.100
  340  4.675  -26.98  0.53863  0.0500  0.100
  341  4.675  -26.88  0.34254  0.0500  0.100
  342  4.675  -26.78  0.48767  0.0500  0.100
  343  4.675  -26.68  0.36939  0.0500  0.100
  344  4.675  -26.58  0.32727  0.0500  0.100
  345  4.675  -26.48  0.27377  0.0500  0.100
  346  4.675  -26.38  0.11005  0.0500  0.100
  347  4.675  -26.28  0.01458  0.0500  0.100
  348  4.675  -26.18  0.00296  0.0500  0.100
  349  4.675  -26.08  0.00000  0.0500  0.100
  350  4.675  -25.98  0.00000  0.0500  0.100
  351  4.675  -25.88  0.00000  0.0500  0.100
  352  4.675  -25.78  0.00000  0.0500  0.100
  353  4.675  -25.68  0.00000  0.0500  0.100
  354  4.675  -25.58  0.00000  0.0500  0.100
  355  4.675  -25.48  0.00000  0.0500  0.100
  356  4.675  -25.38  0.00000  0.0500  0.100
  357  4.675  -25.28  0.00000  0.0500  0.100
  358  4.675  -25.18  0.00000  0.0500  0.100
  359  4.675  -25.08  0.00000  0.0500  0.100
  360  4.675  -24.98  0.00000  0.0500  0.100
  361  4.725  -29.38  0.75095  0.0500  0.100
  362  4.725  -29.28  0.72400  0.0500  0.100
  363  4.725  -29.18  0.72879  0.0500  0.100
  364  4.725  -29.08  0.72881  0.0500  0.100
  365  4.725  -28.98  0.77011  0.0500  0.100
