# Stripe 82 selection function from McGreer et al. (2013)
# corrected for cosmology in M1450
# corrected for photometric and spectroscopic incompleteness
# Tile dz and dmag set using tiling.py with z_tolerance = 0.0100 and mag_tolerance = 0.0010; see unique values at end of file.
# Tile sizes are non-uniform only a low redshift due to host-galaxy correction.
# counter   z   M1450   p   dz   dmag 
  171  4.675  -27.38  0.82650  0.0500  0.100
  172  4.675  -27.28  0.85500  0.0500  0.100
  173  4.675  -27.18  0.84550  0.0500  0.100
  174  4.675  -27.08  0.83125  0.0500  0.100
  175  4.675  -26.98  0.79800  0.0500  0.100
  176  4.675  -26.88  0.84075  0.0500  0.100
  177  4.675  -26.78  0.86925  0.0500  0.100
  178  4.675  -26.68  0.83125  0.0500  0.100
  179  4.675  -26.58  0.85975  0.0500  0.100
  180  4.675  -26.48  0.87400  0.0500  0.100
  181  4.675  -26.38  0.86450  0.0500  0.100
  182  4.675  -26.28  0.88350  0.0500  0.100
  183  4.675  -26.18  0.86450  0.0500  0.100
  184  4.675  -26.08  0.83600  0.0500  0.100
  185  4.675  -25.98  0.87400  0.0500  0.100
  186  4.675  -25.88  0.80391  0.0500  0.100
  187  4.675  -25.78  0.82775  0.0500  0.100
  188  4.675  -25.68  0.77956  0.0500  0.100
  189  4.675  -25.58  0.76099  0.0500  0.100
  190  4.675  -25.48  0.75470  0.0500  0.100
  191  4.675  -25.38  0.74034  0.0500  0.100
  192  4.675  -25.28  0.76713  0.0500  0.100
  193  4.675  -25.18  0.74094  0.0500  0.100
  194  4.675  -25.08  0.74686  0.0500  0.100
  195  4.675  -24.98  0.78437  0.0500  0.100
  196  4.675  -24.88  0.75972  0.0500  0.100
  197  4.675  -24.78  0.78299  0.0500  0.100
  198  4.675  -24.68  0.76573  0.0500  0.100
  199  4.675  -24.58  0.78358  0.0500  0.100
  200  4.675  -24.48  0.71091  0.0500  0.100
  201  4.675  -24.38  0.65521  0.0500  0.100
  202  4.675  -24.28  0.62272  0.0500  0.100
  203  4.675  -24.18  0.52352  0.0500  0.100
  204  4.675  -24.08  0.42647  0.0500  0.100
  205  4.675  -23.98  0.35781  0.0500  0.100
  206  4.675  -23.88  0.21024  0.0500  0.100
  207  4.675  -23.78  0.05013  0.0500  0.100
  208  4.675  -23.68  0.00231  0.0500  0.100
  209  4.675  -23.58  0.00000  0.0500  0.100
  210  4.675  -23.48  0.00000  0.0500  0.100
  211  4.675  -23.38  0.00000  0.0500  0.100
  212  4.675  -23.28  0.00000  0.0500  0.100
  213  4.725  -28.48  0.88825  0.0500  0.100
  214  4.725  -28.38  0.88350  0.0500  0.100
  215  4.725  -28.28  0.85500  0.0500  0.100
  216  4.725  -28.18  0.89300  0.0500  0.100
  217  4.725  -28.08  0.88825  0.0500  0.100
  218  4.725  -27.98  0.90250  0.0500  0.100
  219  4.725  -27.88  0.87875  0.0500  0.100
  220  4.725  -27.78  0.86925  0.0500  0.100
  221  4.725  -27.68  0.89775  0.0500  0.100
  222  4.725  -27.58  0.87400  0.0500  0.100
  223  4.725  -27.48  0.91200  0.0500  0.100
  224  4.725  -27.38  0.87875  0.0500  0.100
  225  4.725  -27.28  0.90250  0.0500  0.100
  226  4.725  -27.18  0.90725  0.0500  0.100
  227  4.725  -27.08  0.91200  0.0500  0.100
  228  4.725  -26.98  0.91675  0.0500  0.100
  229  4.725  -26.88  0.89300  0.0500  0.100
  230  4.725  -26.78  0.89300  0.0500  0.100
  231  4.725  -26.68  0.91675  0.0500  0.100
  232  4.725  -26.58  0.92150  0.0500  0.100
  233  4.725  -26.48  0.91200  0.0500  0.100
  234  4.725  -26.38  0.88825  0.0500  0.100
  235  4.725  -26.28  0.92625  0.0500  0.100
  236  4.725  -26.18  0.91200  0.0500  0.100
  237  4.725  -26.08  0.92150  0.0500  0.100
  238  4.725  -25.98  0.93575  0.0500  0.100
  239  4.725  -25.88  0.86197  0.0500  0.100
  240  4.725  -25.78  0.84082  0.0500  0.100
  241  4.725  -25.68  0.82642  0.0500  0.100
  242  4.725  -25.58  0.82789  0.0500  0.100
  243  4.725  -25.48  0.80006  0.0500  0.100
  244  4.725  -25.38  0.79761  0.0500  0.100
  245  4.725  -25.28  0.76713  0.0500  0.100
  246  4.725  -25.18  0.80234  0.0500  0.100
  247  4.725  -25.08  0.78399  0.0500  0.100
  248  4.725  -24.98  0.82192  0.0500  0.100
  249  4.725  -24.88  0.80614  0.0500  0.100
  250  4.725  -24.78  0.82980  0.0500  0.100
  251  4.725  -24.68  0.81252  0.0500  0.100
  252  4.725  -24.58  0.79196  0.0500  0.100
  253  4.725  -24.48  0.78766  0.0500  0.100
  254  4.725  -24.38  0.72338  0.0500  0.100
  255  4.725  -24.28  0.65369  0.0500  0.100
  256  4.725  -24.18  0.56892  0.0500  0.100
  257  4.725  -24.08  0.49368  0.0500  0.100
  258  4.725  -23.98  0.38367  0.0500  0.100
  259  4.725  -23.88  0.22260  0.0500  0.100
  260  4.725  -23.78  0.11029  0.0500  0.100
  261  4.725  -23.68  0.00808  0.0500  0.100
  262  4.725  -23.58  0.00093  0.0500  0.100
  263  4.725  -23.48  0.00000  0.0500  0.100
  264  4.725  -23.38  0.00000  0.0500  0.100
  265  4.725  -23.28  0.00000  0.0500  0.100
  266  4.775  -28.48  0.86925  0.0500  0.100
  267  4.775  -28.38  0.87400  0.0500  0.100
  268  4.775  -28.28  0.89775  0.0500  0.100
  269  4.775  -28.18  0.88825  0.0500  0.100
  270  4.775  -28.08  0.89300  0.0500  0.100
  271  4.775  -27.98  0.88350  0.0500  0.100
  272  4.775  -27.88  0.89775  0.0500  0.100
  273  4.775  -27.78  0.92625  0.0500  0.100
  274  4.775  -27.68  0.90250  0.0500  0.100
  275  4.775  -27.58  0.92150  0.0500  0.100
  276  4.775  -27.48  0.90250  0.0500  0.100
  277  4.775  -27.38  0.89300  0.0500  0.100
  278  4.775  -27.28  0.90250  0.0500  0.100
  279  4.775  -27.18  0.90725  0.0500  0.100
  280  4.775  -27.08  0.91200  0.0500  0.100
  281  4.775  -26.98  0.89775  0.0500  0.100
  282  4.775  -26.88  0.91675  0.0500  0.100
  283  4.775  -26.78  0.92150  0.0500  0.100
  284  4.775  -26.68  0.90725  0.0500  0.100
  285  4.775  -26.58  0.89300  0.0500  0.100
  286  4.775  -26.48  0.91200  0.0500  0.100
  287  4.775  -26.38  0.91200  0.0500  0.100
  288  4.775  -26.28  0.92150  0.0500  0.100
  289  4.775  -26.18  0.92625  0.0500  0.100
  290  4.775  -26.08  0.92150  0.0500  0.100
  291  4.775  -25.98  0.89300  0.0500  0.100
  292  4.775  -25.88  0.88877  0.0500  0.100
  293  4.775  -25.78  0.84953  0.0500  0.100
  294  4.775  -25.68  0.81790  0.0500  0.100
  295  4.775  -25.58  0.83207  0.0500  0.100
  296  4.775  -25.48  0.79594  0.0500  0.100
  297  4.775  -25.38  0.80170  0.0500  0.100
  298  4.775  -25.28  0.79570  0.0500  0.100
  299  4.775  -25.18  0.81053  0.0500  0.100
  300  4.775  -25.08  0.81700  0.0500  0.100
  301  4.775  -24.98  0.82192  0.0500  0.100
  302  4.775  -24.88  0.82303  0.0500  0.100
  303  4.775  -24.78  0.82129  0.0500  0.100
  304  4.775  -24.68  0.82954  0.0500  0.100
  305  4.775  -24.58  0.81291  0.0500  0.100
  306  4.775  -24.48  0.76746  0.0500  0.100
  307  4.775  -24.38  0.73853  0.0500  0.100
