# SDSS selection function for color-selected z<2.4 QSOs (Richards et al. 2006)
# selection function corrected for photometric incompleteness (5%) and patched (NaN values set to zero,
# imag=19.1 tile patched with imag=19.0 tile to avoid zero selection probability at magnitude limit)
# selection functions for radio-selected targets and extended targets virtually identical
# M1450 computed with imag corrected for host galaxy light (Croom et al. 2009, MNRAS, 392, 19) and Beta's SED
# Croom et al.: host galaxy contribution significant and model-dependent at z<0.4 -> take z<0.4 data with caution
# Tile dz and dmag set using tiling.py with z_tolerance = 0.0100 and mag_tolerance = 0.0010; see unique values at end of file.
# Tile sizes are non-uniform only at low redshift due to host-galaxy correction.
# counter  z    M1450  p   dz   dmag  
  412  0.400  -21.17  0.95000  0.0500  0.100
  413  0.400  -21.07  0.95000  0.0500  0.135
  414  0.400  -20.90  0.00000  0.0500  0.135
  415  0.400  -20.80  0.00000  0.0500  0.150
  416  0.400  -20.60  0.00000  0.0500  0.150
  417  0.400  -20.50  0.00000  0.0500  0.100
  418  0.400  -20.40  0.00000  0.0500  0.155
  419  0.400  -20.19  0.00000  0.0500  0.155
  420  0.400  -20.09  0.00000  0.0500  0.160
  421  0.400  -19.87  0.00000  0.0500  0.160
  422  0.400  -19.77  0.00000  0.0500  0.100
  423  0.400  -19.67  0.00000  0.0500  0.160
  424  0.400  -19.45  0.00000  0.0500  0.220
  425  0.450  -25.82  0.95000  0.0500  0.100
  426  0.450  -25.72  0.95000  0.0500  0.100
  427  0.450  -25.62  0.95000  0.0500  0.100
  428  0.450  -25.52  0.95000  0.0500  0.100
  429  0.450  -25.42  0.95000  0.0500  0.100
  430  0.450  -25.32  0.95000  0.0500  0.100
  431  0.450  -25.22  0.95000  0.0500  0.100
  432  0.450  -25.12  0.95000  0.0500  0.100
  433  0.450  -25.02  0.95000  0.0500  0.100
  434  0.450  -24.92  0.95000  0.0500  0.100
  435  0.450  -24.82  0.95000  0.0500  0.100
  436  0.450  -24.72  0.95000  0.0500  0.100
  437  0.450  -24.62  0.95000  0.0500  0.100
  438  0.450  -24.52  0.95000  0.0500  0.100
  439  0.450  -24.42  0.95000  0.0500  0.100
  440  0.450  -24.32  0.95000  0.0500  0.100
  441  0.450  -24.22  0.95000  0.0500  0.100
  442  0.450  -24.12  0.95000  0.0500  0.100
  443  0.450  -24.02  0.95000  0.0500  0.100
  444  0.450  -23.92  0.95000  0.0500  0.100
  445  0.450  -23.82  0.95000  0.0500  0.100
  446  0.450  -23.72  0.95000  0.0500  0.100
  447  0.450  -23.62  0.95000  0.0500  0.100
  448  0.450  -23.52  0.95000  0.0500  0.100
  449  0.450  -23.42  0.95000  0.0500  0.100
  450  0.450  -23.32  0.95000  0.0500  0.100
  451  0.450  -23.22  0.95000  0.0500  0.100
  452  0.450  -23.12  0.95000  0.0500  0.100
  453  0.450  -23.02  0.95000  0.0500  0.125
  454  0.450  -22.87  0.95000  0.0500  0.125
  455  0.450  -22.77  0.95000  0.0500  0.100
  456  0.450  -22.67  0.95000  0.0500  0.155
  457  0.450  -22.46  0.95000  0.0500  0.155
  458  0.450  -22.36  0.95000  0.0500  0.120
