0.495  0.300  0.680  -0.942  -0.854  -0.900  
0.881  0.680  1.060  -1.651  -1.621  -1.636  
1.252  1.060  1.440  -1.551  -1.517  -1.534  
1.626  1.440  1.820  -1.632  -1.601  -1.616  
1.987  1.820  2.200  -1.562  -1.518  -1.540  
2.254  2.200  2.300  -1.479  -1.409  -1.444  
2.348  2.300  2.400  -1.569  -1.505  -1.537  
2.446  2.400  2.500  -1.615  -1.512  -1.568  
2.548  2.500  2.600  -1.423  -1.266  -1.349  
2.645  2.600  2.700  -1.118  -0.951  -1.039  
2.746  2.700  2.800  -1.387  -1.251  -1.323  
2.901  2.800  3.000  -1.609  -1.520  -1.568  
3.119  3.000  3.250  -1.890  -1.822  -1.857  
3.333  3.250  3.500  -1.948  -1.825  -1.891  
3.831  3.500  4.000  -1.865  -1.689  -1.787  
4.196  4.000  4.500  -1.992  -1.777  -1.889  
4.837  4.500  5.500  -2.328  -2.130  -2.236  
6.001  5.500  6.500  -2.379  -2.085  -2.270  
