0.495  0.300  0.680  -22.366  -22.219  -22.294  
0.881  0.680  1.060  -24.710  -24.635  -24.674  
1.252  1.060  1.440  -25.042  -24.968  -25.006  
1.626  1.440  1.820  -25.642  -25.581  -25.612  
1.987  1.820  2.200  -25.876  -25.781  -25.829  
2.254  2.200  2.300  -25.016  -24.944  -24.981  
2.348  2.300  2.400  -25.231  -25.148  -25.190  
2.446  2.400  2.500  -25.911  -25.614  -25.778  
2.548  2.500  2.600  -25.445  -25.114  -25.284  
2.645  2.600  2.700  -25.302  -25.036  -25.174  
2.746  2.700  2.800  -26.066  -25.776  -25.930  
2.901  2.800  3.000  -26.465  -26.254  -26.368  
3.119  3.000  3.250  -26.890  -26.710  -26.804  
3.333  3.250  3.500  -27.378  -27.010  -27.200  
3.831  3.500  4.000  -27.284  -27.077  -27.192  
4.196  4.000  4.500  -27.414  -27.124  -27.270  
4.837  4.500  5.500  -27.610  -27.095  -27.369  
6.001  5.500  6.500  -27.984  -26.185  -27.586  
