0.307  0.100  0.400  -5.844  -5.633  -5.723  -21.588  -21.031  -21.288  -2.843  -2.638  -2.730  -1.279  -0.828  -1.072  
0.502  0.400  0.600  -6.440  -6.341  -6.391  -23.471  -23.288  -23.383  -3.595  -3.394  -3.493  -1.586  -1.514  -1.551  
0.717  0.600  0.800  -6.683  -6.427  -6.565  -24.385  -23.987  -24.203  -3.722  -3.395  -3.553  -1.939  -1.835  -1.892  
0.914  0.800  1.000  -6.567  -6.365  -6.469  -24.737  -24.437  -24.595  -3.805  -3.562  -3.678  -1.936  -1.816  -1.878  
1.103  1.000  1.200  -6.650  -6.586  -6.619  -25.289  -25.198  -25.245  -4.323  -4.146  -4.235  -1.863  -1.817  -1.840  
1.302  1.200  1.400  -6.561  -6.469  -6.516  -25.464  -25.335  -25.402  -4.102  -3.926  -4.012  -1.909  -1.845  -1.877  
1.503  1.400  1.600  -6.623  -6.563  -6.593  -25.812  -25.731  -25.773  -4.446  -4.265  -4.355  -1.896  -1.853  -1.875  
1.706  1.600  1.800  -6.329  -6.245  -6.288  -25.618  -25.493  -25.558  -4.014  -3.858  -3.935  -1.715  -1.657  -1.687  
1.977  1.800  2.200  -6.826  -6.764  -6.796  -26.394  -26.312  -26.354  -4.343  -4.186  -4.265  -1.999  -1.962  -1.980  
2.302  2.200  2.400  -6.220  -6.095  -6.162  -25.605  -25.376  -25.499  -3.456  -3.226  -3.340  -1.645  -1.569  -1.609  
2.446  2.400  2.500  -6.473  -6.321  -6.399  -25.988  -25.723  -25.863  -3.830  -3.402  -3.608  -1.649  -1.555  -1.603  
2.548  2.500  2.600  -6.233  -6.070  -6.154  -25.498  -25.178  -25.347  -3.479  -3.175  -3.321  -1.460  -1.311  -1.391  
2.645  2.600  2.700  -6.037  -5.925  -5.978  -25.287  -25.018  -25.150  -3.247  -3.010  -3.125  -1.130  -0.964  -1.048  
2.746  2.700  2.800  -6.366  -6.214  -6.293  -26.084  -25.797  -25.950  -4.095  -3.521  -3.787  -1.404  -1.268  -1.340  
2.850  2.800  2.900  -6.556  -6.347  -6.457  -26.402  -26.012  -26.228  -4.029  -3.267  -3.603  -1.532  -1.385  -1.464  
2.950  2.900  3.000  -6.827  -6.695  -6.764  -26.615  -26.427  -26.528  -5.702  -4.459  -5.051  -1.756  -1.664  -1.712  
3.050  3.000  3.100  -6.844  -6.695  -6.771  -26.583  -26.368  -26.479  -5.221  -4.272  -4.697  -1.750  -1.639  -1.697  
3.148  3.100  3.200  -7.362  -7.105  -7.257  -27.264  -26.894  -27.105  -5.827  -3.672  -4.509  -2.010  -1.889  -1.957  
3.246  3.200  3.300  -7.467  -7.201  -7.335  -27.420  -26.996  -27.194  -5.118  -3.699  -4.371  -1.991  -1.873  -1.937  
3.342  3.300  3.400  -7.764  -7.314  -7.527  -27.792  -27.095  -27.375  -6.206  -3.345  -4.748  -2.155  -1.982  -2.078  
3.442  3.400  3.500  -6.979  -6.584  -6.780  -26.998  -26.239  -26.658  -4.518  -3.068  -3.733  -1.469  -0.991  -1.253  
3.877  3.700  4.100  -8.015  -7.792  -7.910  -27.379  -27.114  -27.258  -5.192  -4.467  -4.813  -2.154  -1.968  -2.065  
4.352  4.100  4.700  -8.573  -8.052  -8.328  -27.668  -27.022  -27.379  -4.678  -3.807  -4.200  -2.331  -2.055  -2.208  
4.922  4.700  5.500  -9.261  -8.752  -9.047  -28.168  -27.551  -27.907  -5.372  -3.894  -4.565  -2.397  -2.206  -2.311  
5.999  5.500  6.500  -11.666  -9.867  -10.567  -30.866  -28.057  -29.066  -6.167  -4.262  -4.972  -2.483  -2.291  -2.401  
