# 2SLAQ sample in NGP region (Croom et al. 2009, MNRAS, 392, 19; Croom et al. 2009, MNRAS, 399, 1755)
# 8153 QSOs, 0.4<z<2.6, gmag_dered<21.85, 127.7deg2, range 2.2<z<2.6 likely superseded by BOSS
# sample includes QSOs previously observed by SDSS and 2QZ, minor double-counting with z<2.2 SDSS sample
# M1450 computed with gmag corrected for host galaxy light (Croom et al. 2009, MNRAS, 392, 19) and Beta's SED
# Croom et al.: host galaxy contribution significant and model-dependent at z<0.4 so only z>0.4 QSOs considered
# selection function corrected for coverage completeness (not all targets observed, different for NGP and SGP regions, Fig 4 in catalog paper)
# selection function corrected for spectroscopic completeness (redshift success, Fig 6b in catalog paper, only quality=1 redshifts considered)
# counter  z     M1450  p       area    sample
      163  0.522 -21.62 0.72757  127.70 2
      164  0.522 -21.43 0.70986  127.70 2
      165  0.523 -20.55 0.59955  127.70 2
      166  0.523 -23.02 0.91209  127.70 2
      167  0.525 -21.54 0.72757  127.70 2
      168  0.525 -20.26 0.49852  127.70 2
      169  0.525 -21.68 0.71892  127.70 2
      170  0.525 -21.57 0.71892  127.70 2
      171  0.526 -22.66 0.87858  127.70 2
      172  0.526 -21.88 0.74863  127.70 2
      173  0.526 -22.16 0.81325  127.70 2
      174  0.526 -19.94 0.21326  127.70 2
      175  0.527 -21.19 0.59752  127.70 2
      176  0.530 -21.04 0.59752  127.70 2
      177  0.533 -20.37 0.49852  127.70 2
      178  0.533 -19.86 0.21326  127.70 2
      179  0.533 -22.65 0.87858  127.70 2
      180  0.534 -21.01 0.63421  127.70 2
      181  0.535 -21.06 0.59752  127.70 2
      182  0.536 -20.86 0.63421  127.70 2
      183  0.536 -21.53 0.69981  127.70 2
      184  0.536 -23.45 0.91442  127.70 2
      185  0.537 -20.64 0.56787  127.70 2
      186  0.538 -21.94 0.74863  127.70 2
      187  0.539 -20.90 0.63421  127.70 2
      188  0.539 -19.86 0.21326  127.70 2
      189  0.539 -21.30 0.59752  127.70 2
      190  0.539 -20.88 0.63421  127.70 2
      191  0.541 -21.57 0.69981  127.70 2
      192  0.541 -20.96 0.63421  127.70 2
      193  0.541 -21.30 0.59752  127.70 2
      194  0.541 -22.50 0.86135  127.70 2
      195  0.542 -21.86 0.74863  127.70 2
      196  0.542 -21.39 0.69981  127.70 2
      197  0.543 -22.41 0.86135  127.70 2
      198  0.543 -19.63 0.15359  127.70 2
      199  0.543 -20.64 0.56787  127.70 2
      200  0.544 -21.19 0.59752  127.70 2
      201  0.545 -22.49 0.86135  127.70 2
      202  0.545 -20.60 0.56787  127.70 2
      203  0.545 -20.71 0.56787  127.70 2
      204  0.546 -20.52 0.49852  127.70 2
      205  0.546 -20.23 0.27207  127.70 2
      206  0.547 -21.58 0.69981  127.70 2
      207  0.547 -20.18 0.27207  127.70 2
      208  0.547 -22.07 0.74863  127.70 2
      209  0.550 -21.85 0.71892  127.70 2
      210  0.550 -20.90 0.63421  127.70 2
      211  0.550 -21.82 0.71892  127.70 2
      212  0.550 -20.54 0.49852  127.70 2
      213  0.551 -20.62 0.56787  127.70 2
      214  0.551 -21.86 0.71892  127.70 2
      215  0.551 -20.83 0.56787  127.70 2
      216  0.553 -23.06 0.88997  127.70 2
      217  0.555 -21.86 0.71892  127.70 2
      218  0.555 -22.41 0.86135  127.70 2
      219  0.556 -21.81 0.71892  127.70 2
      220  0.557 -22.69 0.87858  127.70 2
      221  0.557 -20.59 0.49852  127.70 2
      222  0.557 -21.62 0.69981  127.70 2
      223  0.557 -22.48 0.86135  127.70 2
      224  0.558 -20.50 0.49852  127.70 2
      225  0.559 -22.42 0.86135  127.70 2
      226  0.559 -21.94 0.74863  127.70 2
      227  0.559 -22.46 0.86135  127.70 2
      228  0.560 -20.45 0.49852  127.70 2
      229  0.560 -21.44 0.69981  127.70 2
      230  0.560 -20.84 0.56787  127.70 2
      231  0.561 -22.22 0.81325  127.70 2
      232  0.561 -21.42 0.69981  127.70 2
      233  0.561 -22.14 0.74863  127.70 2
      234  0.561 -22.38 0.81325  127.70 2
      235  0.561 -19.66 0.15359  127.70 2
      236  0.561 -20.86 0.56787  127.70 2
      237  0.562 -21.13 0.63421  127.70 2
      238  0.562 -22.69 0.87858  127.70 2
      239  0.562 -21.75 0.71892  127.70 2
      240  0.562 -20.09 0.21326  127.70 2
      241  0.562 -19.73 0.15359  127.70 2
      242  0.562 -20.68 0.56787  127.70 2
      243  0.562 -22.71 0.87858  127.70 2
      244  0.562 -20.57 0.49852  127.70 2
      245  0.563 -20.77 0.56787  127.70 2
      246  0.563 -21.84 0.71892  127.70 2
      247  0.564 -21.48 0.69981  127.70 2
      248  0.564 -21.26 0.59752  127.70 2
      249  0.565 -21.27 0.59752  127.70 2
      250  0.566 -21.02 0.63421  127.70 2
      251  0.566 -19.69 0.15359  127.70 2
      252  0.566 -20.10 0.21326  127.70 2
      253  0.567 -19.70 0.15359  127.70 2
      254  0.567 -20.44 0.49852  127.70 2
      255  0.568 -22.60 0.86135  127.70 2
      256  0.569 -21.73 0.71892  127.70 2
      257  0.569 -20.38 0.27207  127.70 2
      258  0.570 -20.54 0.49852  127.70 2
      259  0.570 -21.67 0.69981  127.70 2
      260  0.572 -20.28 0.27207  127.70 2
      261  0.573 -21.59 0.69981  127.70 2
      262  0.574 -20.70 0.56787  127.70 2
      263  0.574 -21.40 0.59752  127.70 2
      264  0.574 -22.35 0.81325  127.70 2
      265  0.574 -21.13 0.63421  127.70 2
      266  0.574 -19.83 0.15359  127.70 2
      267  0.575 -21.86 0.71892  127.70 2
      268  0.575 -22.63 0.84948  127.70 2
      269  0.576 -21.49 0.66733  127.70 2
      270  0.577 -22.39 0.79944  127.70 2
      271  0.578 -20.84 0.59050  127.70 2
      272  0.579 -22.16 0.74051  127.70 2
      273  0.579 -20.60 0.49506  127.70 2
      274  0.581 -23.43 0.87945  127.70 2
      275  0.581 -21.77 0.70400  127.70 2
      276  0.582 -22.79 0.85834  127.70 2
      277  0.582 -22.69 0.84948  127.70 2
      278  0.583 -22.65 0.84948  127.70 2
      279  0.584 -20.89 0.59050  127.70 2
      280  0.584 -21.22 0.61154  127.70 2
      281  0.584 -21.78 0.70400  127.70 2
      282  0.585 -20.28 0.26597  127.70 2
      283  0.585 -20.08 0.21913  127.70 2
      284  0.586 -21.91 0.70400  127.70 2
      285  0.586 -20.14 0.21913  127.70 2
      286  0.587 -20.65 0.49506  127.70 2
      287  0.587 -21.48 0.58716  127.70 2
      288  0.587 -21.78 0.70400  127.70 2
      289  0.588 -23.25 0.89371  127.70 2
      290  0.589 -23.26 0.89371  127.70 2
      291  0.590 -19.81 0.17690  127.70 2
      292  0.590 -21.48 0.58716  127.70 2
      293  0.590 -20.03 0.21913  127.70 2
      294  0.590 -22.25 0.74051  127.70 2
      295  0.591 -21.06 0.61154  127.70 2
      296  0.592 -21.10 0.61154  127.70 2
      297  0.593 -22.16 0.74051  127.70 2
      298  0.593 -21.88 0.70400  127.70 2
      299  0.594 -21.70 0.66733  127.70 2
      300  0.594 -21.14 0.61154  127.70 2
      301  0.594 -22.77 0.84948  127.70 2
      302  0.594 -20.77 0.49506  127.70 2
      303  0.595 -21.65 0.66733  127.70 2
      304  0.595 -21.56 0.66733  127.70 2
      305  0.597 -20.91 0.59050  127.70 2
      306  0.598 -21.27 0.61154  127.70 2
      307  0.598 -20.60 0.49506  127.70 2
      308  0.599 -21.35 0.58716  127.70 2
      309  0.600 -21.18 0.61154  127.70 2
      310  0.600 -20.97 0.59050  127.70 2
      311  0.600 -19.84 0.17690  127.70 2
      312  0.601 -22.30 0.74051  127.70 2
      313  0.601 -21.31 0.61154  127.70 2
      314  0.602 -20.16 0.21913  127.70 2
      315  0.603 -22.15 0.74051  127.70 2
      316  0.603 -21.87 0.70400  127.70 2
      317  0.603 -21.18 0.61154  127.70 2
      318  0.605 -22.07 0.70400  127.70 2
      319  0.605 -21.76 0.66733  127.70 2
      320  0.605 -20.73 0.49506  127.70 2
      321  0.606 -20.58 0.49506  127.70 2
      322  0.606 -19.96 0.17690  127.70 2
      323  0.607 -21.16 0.61154  127.70 2
      324  0.608 -21.80 0.66733  127.70 2
      325  0.608 -21.98 0.70400  127.70 2
      326  0.611 -21.24 0.61154  127.70 2
      327  0.611 -21.14 0.61154  127.70 2
      328  0.611 -21.98 0.70400  127.70 2
      329  0.611 -20.77 0.49506  127.70 2
      330  0.612 -21.67 0.66733  127.70 2
      331  0.612 -23.13 0.89371  127.70 2
      332  0.613 -20.79 0.49506  127.70 2
      333  0.613 -20.67 0.49506  127.70 2
      334  0.613 -21.60 0.58716  127.70 2
      335  0.613 -20.91 0.59050  127.70 2
      336  0.614 -21.72 0.66733  127.70 2
      337  0.615 -21.23 0.61154  127.70 2
      338  0.615 -21.17 0.61154  127.70 2
      339  0.616 -22.06 0.70400  127.70 2
      340  0.617 -20.11 0.21913  127.70 2
      341  0.618 -23.66 0.89636  127.70 2
      342  0.618 -20.73 0.49506  127.70 2
      343  0.619 -22.77 0.84948  127.70 2
      344  0.619 -20.61 0.26597  127.70 2
      345  0.619 -21.20 0.61154  127.70 2
      346  0.620 -20.92 0.59050  127.70 2
      347  0.620 -20.24 0.21913  127.70 2
      348  0.622 -21.45 0.58716  127.70 2
      349  0.622 -21.41 0.58716  127.70 2
      350  0.623 -20.94 0.59050  127.70 2
      351  0.623 -21.49 0.58716  127.70 2
      352  0.623 -20.76 0.49506  127.70 2
      353  0.623 -22.63 0.79944  127.70 2
      354  0.624 -22.62 0.79944  127.70 2
      355  0.624 -20.55 0.26597  127.70 2
      356  0.625 -21.67 0.66733  127.70 2
      357  0.626 -20.21 0.28174  127.70 2
      358  0.627 -23.17 0.85558  127.70 2
      359  0.627 -22.57 0.78304  127.70 2
      360  0.628 -20.97 0.59352  127.70 2
      361  0.628 -22.41 0.74051  127.70 2
      362  0.629 -21.41 0.63270  127.70 2
      363  0.629 -21.03 0.59352  127.70 2
      364  0.631 -22.79 0.85496  127.70 2
      365  0.631 -20.87 0.50337  127.70 2
      366  0.631 -21.13 0.59352  127.70 2
      367  0.632 -20.95 0.59352  127.70 2
      368  0.632 -21.21 0.63270  127.70 2
      369  0.632 -20.99 0.59352  127.70 2
      370  0.632 -20.41 0.28174  127.70 2
      371  0.632 -21.59 0.59891  127.70 2
      372  0.633 -21.17 0.59352  127.70 2
      373  0.633 -22.55 0.78304  127.70 2
      374  0.634 -21.19 0.63270  127.70 2
      375  0.634 -22.49 0.78304  127.70 2
      376  0.634 -21.90 0.69595  127.70 2
      377  0.634 -21.18 0.59352  127.70 2
      378  0.635 -22.58 0.78304  127.70 2
      379  0.635 -21.53 0.59891  127.70 2
      380  0.635 -20.88 0.50337  127.70 2
      381  0.636 -21.15 0.59352  127.70 2
      382  0.637 -22.56 0.78304  127.70 2
      383  0.637 -20.78 0.50337  127.70 2
      384  0.637 -22.88 0.85496  127.70 2
      385  0.637 -21.42 0.63270  127.70 2
      386  0.638 -20.76 0.50337  127.70 2
      387  0.639 -20.73 0.50337  127.70 2
      388  0.639 -21.16 0.59352  127.70 2
      389  0.641 -22.71 0.78304  127.70 2
      390  0.641 -20.86 0.50337  127.70 2
      391  0.642 -21.36 0.63270  127.70 2
      392  0.642 -21.23 0.63270  127.70 2
      393  0.642 -23.42 0.89277  127.70 2
      394  0.642 -23.31 0.89277  127.70 2
      395  0.643 -20.91 0.50337  127.70 2
