# Uniform SDSS DR7 QSO sample with McGreer et al. (2013) selection function
# 148 QSOs, 4.7<z<5.1, 6248deg2 (Shen & Kelly 2012)
# counter  z     M1450  p       area    sample
        1  4.701 -26.16 0.84835 6248.00  8
        2  4.706 -26.50 0.89347 6248.00  8
        3  4.707 -27.24 0.89347 6248.00  8
        4  4.711 -26.62 0.85737 6248.00  8
        5  4.712 -26.97 0.88445 6248.00  8
        6  4.713 -26.42 0.87543 6248.00  8
        7  4.715 -26.30 0.84384 6248.00  8
        8  4.716 -26.69 0.87543 6248.00  8
        9  4.717 -26.39 0.87543 6248.00  8
       10  4.717 -26.36 0.87543 6248.00  8
       11  4.718 -27.34 0.88445 6248.00  8
       12  4.721 -26.57 0.85737 6248.00  8
       13  4.723 -26.30 0.84384 6248.00  8
       14  4.729 -26.12 0.82579 6248.00  8
       15  4.730 -26.80 0.87543 6248.00  8
       16  4.730 -26.51 0.89347 6248.00  8
       17  4.730 -26.28 0.84384 6248.00  8
       18  4.733 -26.11 0.82579 6248.00  8
       19  4.734 -26.83 0.89799 6248.00  8
       20  4.737 -26.11 0.82579 6248.00  8
       21  4.742 -26.69 0.87543 6248.00  8
       22  4.742 -26.20 0.84835 6248.00  8
       23  4.743 -26.85 0.89799 6248.00  8
       24  4.744 -26.88 0.89799 6248.00  8
       25  4.748 -26.73 0.87543 6248.00  8
       26  4.748 -26.66 0.87543 6248.00  8
       27  4.750 -26.66 0.85737 6248.00  8
       28  4.750 -26.85 0.87543 6248.00  8
       29  4.754 -26.47 0.87543 6248.00  8
       30  4.756 -26.34 0.83481 6248.00  8
       31  4.758 -25.77 0.50089 6248.00  8
       32  4.762 -26.10 0.84835 6248.00  8
       33  4.767 -26.59 0.85737 6248.00  8
       34  4.769 -26.50 0.87543 6248.00  8
       35  4.771 -26.15 0.87543 6248.00  8
       36  4.772 -26.45 0.87543 6248.00  8
       37  4.774 -26.74 0.85286 6248.00  8
       38  4.774 -26.33 0.87543 6248.00  8
       39  4.776 -27.39 0.89799 6248.00  8
       40  4.777 -26.66 0.85737 6248.00  8
       41  4.780 -26.53 0.87543 6248.00  8
       42  4.780 -26.36 0.83481 6248.00  8
       43  4.782 -26.81 0.85286 6248.00  8
       44  4.783 -26.31 0.87543 6248.00  8
       45  4.784 -26.13 0.84835 6248.00  8
       46  4.785 -26.40 0.83481 6248.00  8
       47  4.786 -26.21 0.87543 6248.00  8
       48  4.786 -26.07 0.84835 6248.00  8
       49  4.787 -26.66 0.85737 6248.00  8
       50  4.789 -27.11 0.87543 6248.00  8
       51  4.791 -26.17 0.87543 6248.00  8
       52  4.791 -26.52 0.87543 6248.00  8
