# Data from Becker and Bolton 2013 MNRAS 436 1032.
# Units of gamma_ion are 10^-12 s^-1
# z   log(gamma_ion)  [upper error] [lower error]
2.40   0.015  0.132  -0.146
2.80  -0.066  0.129  -0.131
3.20  -0.103  0.130  -0.121
3.60  -0.097  0.131  -0.118
4.00  -0.072  0.135  -0.117
4.40  -0.019  0.140  -0.122
4.75  -0.029  0.156  -0.147
